name,source_rows,source_labels,proposed_ids,status,reason
fluid_pipe_copper,1003,Pipes (1111:10) — stack 64,1111:10:1,deferred,not-yet-reviewed-or-namespace-conflict
fluid_pipe_plastic,1008,Pipes (1111:10) — stack 64,1111:10:6,deferred,not-yet-reviewed-or-namespace-conflict
fluid_pipe_stainless_steel,1005,Pipes (1111:10) — stack 64,1111:10:3,deferred,not-yet-reviewed-or-namespace-conflict
fluid_pipe_steel,1004,Pipes (1111:10) — stack 64,1111:10:2,deferred,not-yet-reviewed-or-namespace-conflict
fluid_pipe_tin,1002,Pipes (1111:10) — stack 64,1111:10:0,deferred,not-yet-reviewed-or-namespace-conflict
fluid_pipe_titanium,1006,Pipes (1111:10) — stack 64,1111:10:4,deferred,not-yet-reviewed-or-namespace-conflict
fluid_pipe_tungstensteel,1007,Pipes (1111:10) — stack 64,1111:10:5,deferred,not-yet-reviewed-or-namespace-conflict
fluid_solidifier_lv,858,Electric Processing (1110:10) — LV/MV/HV основные,1110:010:34,deferred,not-yet-reviewed-or-namespace-conflict
forming_press_lv,853,Electric Processing (1110:10) — LV/MV/HV основные,1110:010:29,deferred,not-yet-reviewed-or-namespace-conflict
fractionating_column,157,"Processing (1110:00:* — currently 0-7, room for 1024)",,deferred,not-yet-reviewed-or-namespace-conflict
fuel_tank_t1,750,Rocket Parts (110:1),110:1:4,deferred,not-yet-reviewed-or-namespace-conflict
fuel_tank_t2,751,Rocket Parts (110:1),110:1:5,deferred,not-yet-reviewed-or-namespace-conflict
fuel_tank_t3,752,Rocket Parts (110:1),110:1:6,deferred,not-yet-reviewed-or-namespace-conflict
fusion_reactor,162;876,Generation (1110:01:* — currently 0-2),1110:100:11,deferred,not-yet-reviewed-or-namespace-conflict
galena_ore,698,Overworld (10:0),10:0:32,deferred,not-yet-reviewed-or-namespace-conflict
gallium,178,Cables (prefix 1111:01:*),,deferred,not-yet-reviewed-or-namespace-conflict
gas_pipe_stainless_steel,1019,Pipes (1111:10) — stack 64,1111:10:17,deferred,not-yet-reviewed-or-namespace-conflict
gas_pipe_steel,1018,Pipes (1111:10) — stack 64,1111:10:16,deferred,not-yet-reviewed-or-namespace-conflict
gas_turbine,160,Generation (1110:01:* — currently 0-2),,deferred,not-yet-reviewed-or-namespace-conflict
gas_turbine_lv,867,"Generation, Storage, Transformers (1110:11)",1110:100:2,deferred,not-yet-reviewed-or-namespace-conflict
gas_turbine_mv,868,"Generation, Storage, Transformers (1110:11)",1110:100:3,deferred,not-yet-reviewed-or-namespace-conflict
gasoline,639,Fluids as Items / Chemicals (011111:3) — stack 64 (или 16 если вёдра),011111:3:9,deferred,not-yet-reviewed-or-namespace-conflict
gasoline_bucket,585,Fluid Containers (011111:0) — stack 16,011111:0:11,deferred,not-yet-reviewed-or-namespace-conflict
gate,113,More wood types (prefix 0:10:*),,deferred,not-yet-reviewed-or-namespace-conflict
gear,136,Processed materials,,deferred,not-yet-reviewed-or-namespace-conflict
generic_dust,203,Items used in recipes but NOT in items.csv,,deferred,not-yet-reviewed-or-namespace-conflict
geothermal_generator,161,Generation (1110:01:* — currently 0-2),,deferred,not-yet-reviewed-or-namespace-conflict
glass_liquid,648,Fluids as Items / Chemicals (011111:3) — stack 64 (или 16 если вёдра),011111:3:18,deferred,not-yet-reviewed-or-namespace-conflict
glass_tube,135,Processed materials,,deferred,not-yet-reviewed-or-namespace-conflict
glazed_terracotta,291,Manufactured Building (00:2),00:2:11,deferred,not-yet-reviewed-or-namespace-conflict
glowstone,299,Manufactured Building (00:2),00:2:19,deferred,not-yet-reviewed-or-namespace-conflict
gold_wire_1x,502,Wires (01110:4),0:1110:100:4,deferred,not-yet-reviewed-or-namespace-conflict
good_circuit,124,Circuits (need new sub-prefix),,deferred,requires-new-namespace
granite,109;253,Terrain blocks (prefix 0:0:*),00:0:18,deferred,not-yet-reviewed-or-namespace-conflict
graphene_ingot,428,Non-metals (0110:4),0110:4:3,deferred,not-yet-reviewed-or-namespace-conflict
graphite_dust,121,Dusts (prefix 0:1110:1:0:*),,deferred,not-yet-reviewed-or-namespace-conflict
grinder_lv,862,Electric Processing (1110:10) — LV/MV/HV основные,1110:010:38,deferred,not-yet-reviewed-or-namespace-conflict
grindstone,377,Wooden Containers & Utility (010:4),010:4:14,deferred,not-yet-reviewed-or-namespace-conflict
hay_bale,311,Decorative / Misc Terrain (00:3),00:3:6,deferred,not-yet-reviewed-or-namespace-conflict
heat_alloy_smelter,801,Heat & Rotare Processing (1110:00),1110:000:2,deferred,not-yet-reviewed-or-namespace-conflict
heating_element,1072,Components & Circuits (1111:11) — stack 64,1111:11:50,deferred,not-yet-reviewed-or-namespace-conflict
heavy_plate_t1,753,Rocket Parts (110:1),110:1:7,deferred,not-yet-reviewed-or-namespace-conflict
heavy_plate_t2,754,Rocket Parts (110:1),110:1:8,deferred,not-yet-reviewed-or-namespace-conflict
heavy_plate_t3,755,Rocket Parts (110:1),110:1:9,deferred,not-yet-reviewed-or-namespace-conflict
huge_fluid_pipe,1015,Pipes (1111:10) — stack 64,1111:10:13,deferred,not-yet-reviewed-or-namespace-conflict
hydrochloric_acid_bucket,582,Fluid Containers (011111:0) — stack 16,011111:0:8,deferred,not-yet-reviewed-or-namespace-conflict
ice,300,Manufactured Building (00:2),00:2:20,deferred,not-yet-reviewed-or-namespace-conflict
impure_iron_dust,465,Dusts (01110:1),0:1110:001:12,deferred,not-yet-reviewed-or-namespace-conflict
inductor,1079,Components & Circuits (1111:11) — stack 64,1111:11:57,deferred,not-yet-reviewed-or-namespace-conflict
input_bus_hv,919,Multi-block Parts & Casings (1110:11:40+),1110:111:52,deferred,not-yet-reviewed-or-namespace-conflict
input_bus_lv,917,Multi-block Parts & Casings (1110:11:40+),1110:111:50,deferred,not-yet-reviewed-or-namespace-conflict
input_bus_mv,918,Multi-block Parts & Casings (1110:11:40+),1110:111:51,deferred,not-yet-reviewed-or-namespace-conflict
input_hatch_hv,925,Multi-block Parts & Casings (1110:11:40+),1110:111:58,deferred,not-yet-reviewed-or-namespace-conflict
input_hatch_lv,923,Multi-block Parts & Casings (1110:11:40+),1110:111:56,deferred,not-yet-reviewed-or-namespace-conflict
input_hatch_mv,924,Multi-block Parts & Casings (1110:11:40+),1110:111:57,deferred,not-yet-reviewed-or-namespace-conflict
integrated_logic_circuit,1075,Components & Circuits (1111:11) — stack 64,1111:11:53,deferred,not-yet-reviewed-or-namespace-conflict
iron_bolt,479,Rods / Bolts / Screws (01110:2),0:1110:010:5,deferred,not-yet-reviewed-or-namespace-conflict
iron_boots,774,Armor & Wearable (110:3) — stack 1,110:3:3,deferred,not-yet-reviewed-or-namespace-conflict
iron_chestplate,772,Armor & Wearable (110:3) — stack 1,110:3:1,deferred,not-yet-reviewed-or-namespace-conflict
iron_double_plate,449,Plates (01110:0),0:1110:000:14,deferred,not-yet-reviewed-or-namespace-conflict
iron_helmet,771,Armor & Wearable (110:3) — stack 1,110:3:0,deferred,not-yet-reviewed-or-namespace-conflict
iron_leggings,773,Armor & Wearable (110:3) — stack 1,110:3:2,deferred,not-yet-reviewed-or-namespace-conflict
iron_screw,481,Rods / Bolts / Screws (01110:2),0:1110:010:7,deferred,not-yet-reviewed-or-namespace-conflict
item_pipe_brass,1009,Pipes (1111:10) — stack 64,1111:10:7,deferred,not-yet-reviewed-or-namespace-conflict
item_pipe_steel,1010,Pipes (1111:10) — stack 64,1111:10:8,deferred,not-yet-reviewed-or-namespace-conflict
jack_o_lantern,308,Decorative / Misc Terrain (00:3),00:3:3,deferred,not-yet-reviewed-or-namespace-conflict
jackhammer,172,"More drill tiers (EV, IV, LuV, ZPM, UV)",,deferred,not-yet-reviewed-or-namespace-conflict
jackhammer_lv,965,Electric Tools (1111:00) — stack 1,1111:00:12,deferred,not-yet-reviewed-or-namespace-conflict
jackhammer_mv,966,Electric Tools (1111:00) — stack 1,1111:00:13,deferred,not-yet-reviewed-or-namespace-conflict
jetpack,785,Armor & Wearable (110:3) — stack 1,110:3:14,deferred,not-yet-reviewed-or-namespace-conflict
jukebox,372,Wooden Containers & Utility (010:4),010:4:9,deferred,not-yet-reviewed-or-namespace-conflict
jungle,112,More wood types (prefix 0:10:*),,deferred,not-yet-reviewed-or-namespace-conflict
knife,173,"More drill tiers (EV, IV, LuV, ZPM, UV)",,deferred,not-yet-reviewed-or-namespace-conflict
lapis_lazuli,520,Gems & Crystals (01110:5),0:1110:101:10,deferred,not-yet-reviewed-or-namespace-conflict
lapotron_crystal,903,"Generation, Storage, Transformers (1110:11)",1110:101:38,deferred,not-yet-reviewed-or-namespace-conflict
lapotronic_energy_orb,904,"Generation, Storage, Transformers (1110:11)",1110:101:39,deferred,not-yet-reviewed-or-namespace-conflict
large_fluid_pipe,1017,Pipes (1111:10) — stack 64,1111:10:15,deferred,not-yet-reviewed-or-namespace-conflict
laser_engraver_lv,857,Electric Processing (1110:10) — LV/MV/HV основные,1110:010:33,deferred,not-yet-reviewed-or-namespace-conflict
lathe_lv,848,Electric Processing (1110:10) — LV/MV/HV основные,1110:010:24,deferred,not-yet-reviewed-or-namespace-conflict
lathe_mv,849,Electric Processing (1110:10) — LV/MV/HV основные,1110:010:25,deferred,not-yet-reviewed-or-namespace-conflict
lava_bucket,576,Fluid Containers (011111:0) — stack 16,011111:0:2,deferred,not-yet-reviewed-or-namespace-conflict
lava_cell,593,Fluid Containers (011111:0) — stack 16,011111:0:19,deferred,not-yet-reviewed-or-namespace-conflict
lectern,370,Wooden Containers & Utility (010:4),010:4:7,deferred,not-yet-reviewed-or-namespace-conflict
lignite_coal,599,Fuels & Basic Resources (011111:1) — stack 64,011111:1:3,deferred,not-yet-reviewed-or-namespace-conflict
lily_pad,277,Vegetation (00:1),00:1:17,deferred,not-yet-reviewed-or-namespace-conflict
lithium_ore,689,Overworld (10:0),10:0:23,deferred,not-yet-reviewed-or-namespace-conflict
long_steel_rod,477,Rods / Bolts / Screws (01110:2),0:1110:010:3,deferred,not-yet-reviewed-or-namespace-conflict
loom,373,Wooden Containers & Utility (010:4),010:4:10,deferred,not-yet-reviewed-or-namespace-conflict
lubricant,641,Fluids as Items / Chemicals (011111:3) — stack 64 (или 16 если вёдра),011111:3:11,deferred,not-yet-reviewed-or-namespace-conflict
lubricant_bucket,587,Fluid Containers (011111:0) — stack 16,011111:0:13,deferred,not-yet-reviewed-or-namespace-conflict
magnesium_ingot,115,Ingots (prefix 0:110:*),,deferred,not-yet-reviewed-or-namespace-conflict
magnetic_steel_rod,132,Mechanical components (need new sub-prefix),,deferred,requires-new-namespace
maintenance_hatch,934,Multi-block Parts & Casings (1110:11:40+),1110:111:67,deferred,not-yet-reviewed-or-namespace-conflict
manganese_ingot,392,Base Metals (0110:0),0110:0:9,deferred,not-yet-reviewed-or-namespace-conflict
marble,109;256,Terrain blocks (prefix 0:0:*),00:0:21,deferred,not-yet-reviewed-or-namespace-conflict
mars_copper_ore,727,Planetary (10:3),10:3:6,deferred,not-yet-reviewed-or-namespace-conflict
mars_desh_ore,728,Planetary (10:3),10:3:7,deferred,not-yet-reviewed-or-namespace-conflict
mars_iron_ore,726,Planetary (10:3),10:3:5,deferred,not-yet-reviewed-or-namespace-conflict
mars_stone,725,Planetary (10:3),10:3:4,deferred,not-yet-reviewed-or-namespace-conflict
mars_stone_block,739,Space Blocks (110:0),110:0:1,deferred,not-yet-reviewed-or-namespace-conflict
mars_uranium_ore,729,Planetary (10:3),10:3:8,deferred,not-yet-reviewed-or-namespace-conflict
mass_fabricator,156,"Processing (1110:00:* — currently 0-7, room for 1024)",,deferred,not-yet-reviewed-or-namespace-conflict
material,180,Pipes (prefix 1111:10:*),,deferred,not-yet-reviewed-or-namespace-conflict
measuring_tape,569,Utility (011110:3),011110:3:3,deferred,not-yet-reviewed-or-namespace-conflict
meat_cooked,625,Food & Agriculture (011111:2) — stack 64,011111:2:8,deferred,not-yet-reviewed-or-namespace-conflict
meat_raw,624,Food & Agriculture (011111:2) — stack 64,011111:2:7,deferred,not-yet-reviewed-or-namespace-conflict
melon,309,Decorative / Misc Terrain (00:3),00:3:4,deferred,not-yet-reviewed-or-namespace-conflict
mercury,657,Fluids as Items / Chemicals (011111:3) — stack 64 (или 16 если вёдра),011111:3:27,deferred,not-yet-reviewed-or-namespace-conflict
meteoric_iron,742,Space Blocks (110:0),110:0:4,deferred,not-yet-reviewed-or-namespace-conflict
methane,636,Fluids as Items / Chemicals (011111:3) — stack 64 (или 16 если вёдра),011111:3:6,deferred,not-yet-reviewed-or-namespace-conflict
methanol,644,Fluids as Items / Chemicals (011111:3) — stack 64 (или 16 если вёдра),011111:3:14,deferred,not-yet-reviewed-or-namespace-conflict
methanol_bucket,589,Fluid Containers (011111:0) — stack 16,011111:0:15,deferred,not-yet-reviewed-or-namespace-conflict
mixer_electric_lv,855,Electric Processing (1110:10) — LV/MV/HV основные,1110:010:31,deferred,not-yet-reviewed-or-namespace-conflict
mold_bolt,558,Crafting Helpers (011110:2),011110:2:11,deferred,not-yet-reviewed-or-namespace-conflict
mold_gear,556,Crafting Helpers (011110:2),011110:2:9,deferred,not-yet-reviewed-or-namespace-conflict
mold_plate,555,Crafting Helpers (011110:2),011110:2:8,deferred,not-yet-reviewed-or-namespace-conflict
mold_ring,559,Crafting Helpers (011110:2),011110:2:12,deferred,not-yet-reviewed-or-namespace-conflict
mold_rod,557,Crafting Helpers (011110:2),011110:2:10,deferred,not-yet-reviewed-or-namespace-conflict
molten_aluminium,653,Fluids as Items / Chemicals (011111:3) — stack 64 (или 16 если вёдра),011111:3:23,deferred,not-yet-reviewed-or-namespace-conflict
molten_copper,650,Fluids as Items / Chemicals (011111:3) — stack 64 (или 16 если вёдра),011111:3:20,deferred,not-yet-reviewed-or-namespace-conflict
molten_gold,652,Fluids as Items / Chemicals (011111:3) — stack 64 (или 16 если вёдра),011111:3:22,deferred,not-yet-reviewed-or-namespace-conflict
molten_iron,649,Fluids as Items / Chemicals (011111:3) — stack 64 (или 16 если вёдра),011111:3:19,deferred,not-yet-reviewed-or-namespace-conflict
molten_naquadah,656,Fluids as Items / Chemicals (011111:3) — stack 64 (или 16 если вёдра),011111:3:26,deferred,not-yet-reviewed-or-namespace-conflict
molten_steel,651,Fluids as Items / Chemicals (011111:3) — stack 64 (или 16 если вёдра),011111:3:21,deferred,not-yet-reviewed-or-namespace-conflict
molten_titanium,654,Fluids as Items / Chemicals (011111:3) — stack 64 (или 16 если вёдра),011111:3:24,deferred,not-yet-reviewed-or-namespace-conflict
molten_tungsten,655,Fluids as Items / Chemicals (011111:3) — stack 64 (или 16 если вёдра),011111:3:25,deferred,not-yet-reviewed-or-namespace-conflict
monazite_ore,687,Overworld (10:0),10:0:21,deferred,not-yet-reviewed-or-namespace-conflict
moon_aluminium_ore,724,Planetary (10:3),10:3:3,deferred,not-yet-reviewed-or-namespace-conflict
moon_iron_ore,722,Planetary (10:3),10:3:1,deferred,not-yet-reviewed-or-namespace-conflict
moon_stone,721,Planetary (10:3),10:3:0,deferred,not-yet-reviewed-or-namespace-conflict
moon_stone_block,738,Space Blocks (110:0),110:0:0,deferred,not-yet-reviewed-or-namespace-conflict
moon_tin_ore,723,Planetary (10:3),10:3:2,deferred,not-yet-reviewed-or-namespace-conflict
mortar,553,Crafting Helpers (011110:2),011110:2:6,deferred,not-yet-reviewed-or-namespace-conflict
mossy_cobblestone,238,Stone & Ground (00:0),00:0:3,deferred,not-yet-reviewed-or-namespace-conflict
motor_ev,1042,Components & Circuits (1111:11) — stack 64,1111:11:20,deferred,not-yet-reviewed-or-namespace-conflict
motor_hv,1041,Components & Circuits (1111:11) — stack 64,1111:11:19,deferred,not-yet-reviewed-or-namespace-conflict
motor_iv,1043,Components & Circuits (1111:11) — stack 64,1111:11:21,deferred,not-yet-reviewed-or-namespace-conflict
motor_lv,1039,Components & Circuits (1111:11) — stack 64,1111:11:17,deferred,not-yet-reviewed-or-namespace-conflict
motor_mv,1040,Components & Circuits (1111:11) — stack 64,1111:11:18,deferred,not-yet-reviewed-or-namespace-conflict
muffler_hatch,935,Multi-block Parts & Casings (1110:11:40+),1110:111:68,deferred,not-yet-reviewed-or-namespace-conflict
multi_controller_blast_furnace,936,Multi-block Parts & Casings (1110:11:40+),1110:111:69,deferred,not-yet-reviewed-or-namespace-conflict
multi_controller_distillation_tower,939,Multi-block Parts & Casings (1110:11:40+),1110:111:72,deferred,not-yet-reviewed-or-namespace-conflict
multi_controller_fusion_mk1,945,Multi-block Parts & Casings (1110:11:40+),1110:111:78,deferred,not-yet-reviewed-or-namespace-conflict
multi_controller_fusion_mk2,946,Multi-block Parts & Casings (1110:11:40+),1110:111:79,deferred,not-yet-reviewed-or-namespace-conflict
multi_controller_fusion_mk3,947,Multi-block Parts & Casings (1110:11:40+),1110:111:80,deferred,not-yet-reviewed-or-namespace-conflict
multi_controller_implosion_compressor,938,Multi-block Parts & Casings (1110:11:40+),1110:111:71,deferred,not-yet-reviewed-or-namespace-conflict
multi_controller_large_boiler,941,Multi-block Parts & Casings (1110:11:40+),1110:111:74,deferred,not-yet-reviewed-or-namespace-conflict
multi_controller_large_gas_turbine,943,Multi-block Parts & Casings (1110:11:40+),1110:111:76,deferred,not-yet-reviewed-or-namespace-conflict
multi_controller_large_plasma_generator,944,Multi-block Parts & Casings (1110:11:40+),1110:111:77,deferred,not-yet-reviewed-or-namespace-conflict
multi_controller_large_steam_turbine,942,Multi-block Parts & Casings (1110:11:40+),1110:111:75,deferred,not-yet-reviewed-or-namespace-conflict
multi_controller_processing_array,948,Multi-block Parts & Casings (1110:11:40+),1110:111:81,deferred,not-yet-reviewed-or-namespace-conflict
multi_controller_pyrolyse_oven,940,Multi-block Parts & Casings (1110:11:40+),1110:111:73,deferred,not-yet-reviewed-or-namespace-conflict
multi_controller_vacuum_freezer,937,Multi-block Parts & Casings (1110:11:40+),1110:111:70,deferred,not-yet-reviewed-or-namespace-conflict
mushroom_brown,272,Vegetation (00:1),00:1:12,deferred,not-yet-reviewed-or-namespace-conflict
mushroom_red,273,Vegetation (00:1),00:1:13,deferred,not-yet-reviewed-or-namespace-conflict
mycelium,245,Stone & Ground (00:0),00:0:10,deferred,not-yet-reviewed-or-namespace-conflict
nano_chestplate,782,Armor & Wearable (110:3) — stack 1,110:3:11,deferred,not-yet-reviewed-or-namespace-conflict
nano_circuit,125,Circuits (need new sub-prefix),,deferred,requires-new-namespace
nano_helmet,781,Armor & Wearable (110:3) — stack 1,110:3:10,deferred,not-yet-reviewed-or-namespace-conflict
naquadah_alloy_ingot,419,Rare / Endgame (0110:3),0110:3:1,deferred,not-yet-reviewed-or-namespace-conflict
naquadah_ingot,418,Rare / Endgame (0110:3),0110:3:0,deferred,not-yet-reviewed-or-namespace-conflict
neodymium_ore,688,Overworld (10:0),10:0:22,deferred,not-yet-reviewed-or-namespace-conflict
nether_cobalt_ore,708,Nether (10:1),10:1:5,deferred,not-yet-reviewed-or-namespace-conflict
nether_gold_ore,704,Nether (10:1),10:1:1,deferred,not-yet-reviewed-or-namespace-conflict
nether_quartz,519,Gems & Crystals (01110:5),0:1110:101:9,deferred,not-yet-reviewed-or-namespace-conflict
nether_quartz_ore,703,Nether (10:1),10:1:0,deferred,not-yet-reviewed-or-namespace-conflict
nether_sulfur_ore,706,Nether (10:1),10:1:3,deferred,not-yet-reviewed-or-namespace-conflict
nether_tungsten_ore,707,Nether (10:1),10:1:4,deferred,not-yet-reviewed-or-namespace-conflict
netherrack,249,Stone & Ground (00:0),00:0:14,deferred,not-yet-reviewed-or-namespace-conflict
neutronium_ingot,422,Rare / Endgame (0110:3),0110:3:4,deferred,not-yet-reviewed-or-namespace-conflict
nightvision_goggles,787,Armor & Wearable (110:3) — stack 1,110:3:16,deferred,not-yet-reviewed-or-namespace-conflict
nitric_acid_bucket,581,Fluid Containers (011111:0) — stack 16,011111:0:7,deferred,not-yet-reviewed-or-namespace-conflict
nitrogen,635,Fluids as Items / Chemicals (011111:3) — stack 64 (или 16 если вёдра),011111:3:5,deferred,not-yet-reviewed-or-namespace-conflict
nitrogen_bucket,579,Fluid Containers (011111:0) — stack 16,011111:0:5,deferred,not-yet-reviewed-or-namespace-conflict
note_block,371,Wooden Containers & Utility (010:4),010:4:8,deferred,not-yet-reviewed-or-namespace-conflict
nuclear_reactor,162;874,Generation (1110:01:* — currently 0-2),1110:100:9,deferred,not-yet-reviewed-or-namespace-conflict
oak_boat,367,Wooden Containers & Utility (010:4),010:4:4,deferred,not-yet-reviewed-or-namespace-conflict
oak_sign,366,Wooden Containers & Utility (010:4),010:4:3,deferred,not-yet-reviewed-or-namespace-conflict
oak_wood,326,Raw Wood (010:0),010:0:9,deferred,not-yet-reviewed-or-namespace-conflict
oil,640,Fluids as Items / Chemicals (011111:3) — stack 64 (или 16 если вёдра),011111:3:10,deferred,not-yet-reviewed-or-namespace-conflict
oil_sand,692,Overworld (10:0),10:0:26,deferred,not-yet-reviewed-or-namespace-conflict
oil_shale,601,Fuels & Basic Resources (011111:1) — stack 64,011111:1:5,deferred,not-yet-reviewed-or-namespace-conflict
olivine,514,Gems & Crystals (01110:5),0:1110:101:4,deferred,not-yet-reviewed-or-namespace-conflict
opal,515,Gems & Crystals (01110:5),0:1110:101:5,deferred,not-yet-reviewed-or-namespace-conflict
optical_circuit,126,Circuits (need new sub-prefix),,deferred,requires-new-namespace
output_bus_hv,922,Multi-block Parts & Casings (1110:11:40+),1110:111:55,deferred,not-yet-reviewed-or-namespace-conflict
output_bus_lv,920,Multi-block Parts & Casings (1110:11:40+),1110:111:53,deferred,not-yet-reviewed-or-namespace-conflict
output_bus_mv,921,Multi-block Parts & Casings (1110:11:40+),1110:111:54,deferred,not-yet-reviewed-or-namespace-conflict
output_hatch_hv,928,Multi-block Parts & Casings (1110:11:40+),1110:111:61,deferred,not-yet-reviewed-or-namespace-conflict
output_hatch_lv,926,Multi-block Parts & Casings (1110:11:40+),1110:111:59,deferred,not-yet-reviewed-or-namespace-conflict
output_hatch_mv,927,Multi-block Parts & Casings (1110:11:40+),1110:111:60,deferred,not-yet-reviewed-or-namespace-conflict
oxygen_bucket,578,Fluid Containers (011111:0) — stack 16,011111:0:4,deferred,not-yet-reviewed-or-namespace-conflict
oxygen_gear,764,Space Equipment (110:2),110:2:5,deferred,not-yet-reviewed-or-namespace-conflict
oxygen_mask,763,Space Equipment (110:2),110:2:4,deferred,not-yet-reviewed-or-namespace-conflict
oxygen_tank_heavy,767,Space Equipment (110:2),110:2:8,deferred,not-yet-reviewed-or-namespace-conflict
oxygen_tank_light,765,Space Equipment (110:2),110:2:6,deferred,not-yet-reviewed-or-namespace-conflict
oxygen_tank_medium,766,Space Equipment (110:2),110:2:7,deferred,not-yet-reviewed-or-namespace-conflict
packager_lv,859,Electric Processing (1110:10) — LV/MV/HV основные,1110:010:35,deferred,not-yet-reviewed-or-namespace-conflict
packed_ice,301,Manufactured Building (00:2),00:2:21,deferred,not-yet-reviewed-or-namespace-conflict
palladium_ingot,115;401,Ingots (prefix 0:110:*),0110:1:5,deferred,not-yet-reviewed-or-namespace-conflict
parachute,768,Space Equipment (110:2),110:2:9,deferred,not-yet-reviewed-or-namespace-conflict
peat,600,Fuels & Basic Resources (011111:1) — stack 64,011111:1:4,deferred,not-yet-reviewed-or-namespace-conflict
phenolic_board,127,Circuits (need new sub-prefix),,deferred,requires-new-namespace
piston,129,Mechanical components (need new sub-prefix),,deferred,requires-new-namespace
piston_hv,1050,Components & Circuits (1111:11) — stack 64,1111:11:28,deferred,not-yet-reviewed-or-namespace-conflict
piston_lv,1048,Components & Circuits (1111:11) — stack 64,1111:11:26,deferred,not-yet-reviewed-or-namespace-conflict
piston_mv,1049,Components & Circuits (1111:11) — stack 64,1111:11:27,deferred,not-yet-reviewed-or-namespace-conflict
placeholders,155,"Processing (1110:00:* — currently 0-7, room for 1024)",,deferred,not-yet-reviewed-or-namespace-conflict
planks,112,More wood types (prefix 0:10:*),,deferred,not-yet-reviewed-or-namespace-conflict
plasma_generator,875,"Generation, Storage, Transformers (1110:11)",1110:100:10,deferred,not-yet-reviewed-or-namespace-conflict
plastic,134;646,Processed materials,011111:3:16,deferred,not-yet-reviewed-or-namespace-conflict
plastic_circuit_board,127,Circuits (need new sub-prefix),,deferred,requires-new-namespace
plastic_ingot,426,Non-metals (0110:4),0110:4:1,deferred,not-yet-reviewed-or-namespace-conflict
pliers,173,"More drill tiers (EV, IV, LuV, ZPM, UV)",,deferred,not-yet-reviewed-or-namespace-conflict
podzol,244,Stone & Ground (00:0),00:0:9,deferred,not-yet-reviewed-or-namespace-conflict
polarizer_lv,860,Electric Processing (1110:10) — LV/MV/HV основные,1110:010:36,deferred,not-yet-reviewed-or-namespace-conflict
pressure_plate,113,More wood types (prefix 0:10:*),,deferred,not-yet-reviewed-or-namespace-conflict
prismarine,295,Manufactured Building (00:2),00:2:15,deferred,not-yet-reviewed-or-namespace-conflict
prismarine_bricks,296,Manufactured Building (00:2),00:2:16,deferred,not-yet-reviewed-or-namespace-conflict
propane,637,Fluids as Items / Chemicals (011111:3) — stack 64 (или 16 если вёдра),011111:3:7,deferred,not-yet-reviewed-or-namespace-conflict
prospector,568,Utility (011110:3),011110:3:2,deferred,not-yet-reviewed-or-namespace-conflict
pump_ev,1047,Components & Circuits (1111:11) — stack 64,1111:11:25,deferred,not-yet-reviewed-or-namespace-conflict
pump_hv,1046,Components & Circuits (1111:11) — stack 64,1111:11:24,deferred,not-yet-reviewed-or-namespace-conflict
pump_lv,1044,Components & Circuits (1111:11) — stack 64,1111:11:22,deferred,not-yet-reviewed-or-namespace-conflict
pump_mv,1045,Components & Circuits (1111:11) — stack 64,1111:11:23,deferred,not-yet-reviewed-or-namespace-conflict
pumpkin,310,Decorative / Misc Terrain (00:3),00:3:5,deferred,not-yet-reviewed-or-namespace-conflict
purified_copper_dust,466,Dusts (01110:1),0:1110:001:13,deferred,not-yet-reviewed-or-namespace-conflict
pyrite_ore,695,Overworld (10:0),10:0:29,deferred,not-yet-reviewed-or-namespace-conflict
quantum_chestplate,784,Armor & Wearable (110:3) — stack 1,110:3:13,deferred,not-yet-reviewed-or-namespace-conflict
quantum_circuit,125,Circuits (need new sub-prefix),,deferred,requires-new-namespace
quantum_helmet,783,Armor & Wearable (110:3) — stack 1,110:3:12,deferred,not-yet-reviewed-or-namespace-conflict
quartz_block,292,Manufactured Building (00:2),00:2:12,deferred,not-yet-reviewed-or-namespace-conflict
quartz_crystal,517,Gems & Crystals (01110:5),0:1110:101:7,deferred,not-yet-reviewed-or-namespace-conflict
quartz_dust,121,Dusts (prefix 0:1110:1:0:*),,deferred,not-yet-reviewed-or-namespace-conflict
quartz_sand,468,Dusts (01110:1),0:1110:001:15,deferred,not-yet-reviewed-or-namespace-conflict
quartz_slab,293,Manufactured Building (00:2),00:2:13,deferred,not-yet-reviewed-or-namespace-conflict
quartz_stairs,294,Manufactured Building (00:2),00:2:14,deferred,not-yet-reviewed-or-namespace-conflict
quest_book,791,Quest / Special (110:4),110:4:0,deferred,not-yet-reviewed-or-namespace-conflict
recycler,156,"Processing (1110:00:* — currently 0-7, room for 1024)",,deferred,not-yet-reviewed-or-namespace-conflict
red_sand,240,Stone & Ground (00:0),00:0:5,deferred,not-yet-reviewed-or-namespace-conflict
red_sandstone,252,Stone & Ground (00:0),00:0:17,deferred,not-yet-reviewed-or-namespace-conflict
reinforced_stone,110,Terrain blocks (prefix 0:0:*),,deferred,not-yet-reviewed-or-namespace-conflict
resistor,1076,Components & Circuits (1111:11) — stack 64,1111:11:54,deferred,not-yet-reviewed-or-namespace-conflict
restricter_pipe,181,Pipes (prefix 1111:10:*),,deferred,not-yet-reviewed-or-namespace-conflict
